name;description;exc;trade;;;;
;ZKTeco Management Software;;;;;;
LK189-1;BioSecurity Access Module 1 Door;-;-;;;;
LK189-5;ZK BS-AC-5 BioSecurity Access Mod 5 Door;2094.96;2409.20;;;;
LK189-9;ZK BioTime 8 Software Lic Device Limit 5;24562.32;28246.66;;;;
LK189-10;ZKBT-M10 BT 8 Mobile App - 10 Users;2686.50;3089.47;;;;
LK189-11;ZK ZKBT-Dev-P5 BioTime 8 Lic 5 Dev;3070.30;3530.84;;;;
LK189-12;ZK ZKBT-Dev-P10 BioTime 8 Lic 10 Dev;6140.58;7061.67;;;;
LK189-13;ZKBT-Dev-P20 BT Licence - 20 Devices;12281.16;14123.33;;;;
LK189-14;ZK ZKTime.Net 3.0 Economic 500 Em & 50 D;2456.23;2824.66;;;;
LK189-15;HLMS Module 1 Door;213.77;245.84;;;;
LK189-16;ZKBS-M5 BS App 5 Users;6370.39;7325.95;;;;
LK189-17;ZKBS-CP-P1 BS Card Printer 1;8508.10;9784.32;;;;
LK189-18;ZKTeco BioSecurity 5000 Visitor Module;14312.00;16458.80;;;;
LK189-19;ZKBS-TA-P10 BioSecurity T&A Module - 10;12782.25;14803.09;;;;
LK197-3;ZK BS-AC-10 BioSecurity Access Mod 10 Do;4232.67;4867.57;;;;
LK197-4;ZK BS-AC-25 BioSecurity Access Mod 25 Do;10645.81;12242.69;;;;
LK197-5;ZK BS-AC-50 BioSecurity Access Mod 50 Do;19299.84;22194.82;;;;
LK197-6;ZK BS-AC-75 BioSecurity Access Mod 75 Do;32022.95;36826.40;;;;
LK197-7;ZK BS-AC-100 BioSecurity Access Mod 100;42711.52;49118.25;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 58;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;ZKTeco BIOMETRIC METAL DETECTORS;;;;;;
BD04-2;D180K Hand Held Metal Detector + BATT;1250.56;1438.14;;;;
BD100;ZK D1065 Walkthrough Metal Detector 6 Zo;12505.63;14381.47;On Request;;;
BD100-1;D2180 Walkthrough Metal Detector 18Z;19008.55;21859.83;;;;
BD100-2;ZK D4330 Walkthrough Metal Detector 33 Z;51973.38;59769.39;;;;
BD100-5;ZK D3180STD Walkthrough Metal Detector T;31514.18;36241.30;;;;
;ZKTeco VEHICLE BOOM BARRIER & RADAR DETECTION;;;;;;
LK196;ZK VR10 Vehicle Detection Radar Sensor;3951.78;4544.55;;;;
LK196-1;ZK VR10 Connector USB RS485;750.34;862.89;;;;
LK487;ZK 6m Boom Barrier;14006.30;16107.25;;;;
LK487-1L;ZK BG1045L Parking Barrier 4.5m Boom Inc;16157.27;18580.86;On Request;;;
LK487-1R;BG1045R Parking Barrier 4.5m Incl. UPS;16157.00;-;On Request;;;
LK487-2L;ZK BG1145 LHS Parking Folding Barrier 3.;19808.91;22780.25;;;;
LK487-2R;BG1145 RHS Folding Barrier 3.5m UPS;19808.91;22780.25;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 59;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;VIRDI BIOMETRIC SYSTEMS;;;;;;
LK343;UBioTab5 Biometrics Android Tablet;12467.00;14337.05;;;;
LK345;KL100S Doorlock Standalone SC BT;3504.00;4029.60;;;;
LK347-1;AC2000HRF FP Reader IP65 EM;6279.00;7220.85;;;;
LK348;AC1100SC LCD BT;6628.00;7622.20;;;;
LK349;AC2000SC FP Reader IP65 SC;5582.00;6419.30;EOL;;;
LK349-1;AC2000HSC FP Reader IP65 SC;6628.00;7622.20;;;;
LK350-8;AC2100PSC Reader IP65 SC LCD;6105.00;7020.75;;;;
LK350-9;AC2100PRF Reader IP65 EM LCD;5756.00;6619.40;;;;
LK351-2;AC2200HRF FP Reader IP65 LCD BT;8896.00;10230.40;;;;
LK350-7;AC2200HSC FP Reader IP65 LCD BT;9244.00;10630.60;;;;
LK353-3;AC5100RF Reader LCD BT;11686.00;13438.90;EOL;;;
LK353-5;Virdi AC5000PIKRF Reader EM LCD BT IK09;10236.00;11771.40;;On Request;;
LK353-6;Virdi AC5000PIKSC Reader SC LCD BT IK09;10566.00;12150.90;;;;
LK355;AC7000 Face Reader LCD EM/SC;13322.00;15320.30;;;;
LK358;FMD10SC Reader SC RS485 BT;3996.00;4595.40;;;;
LK365;FOH02RF FP/EM Enrolment Reader USB;3379.00;3885.85;;;;
LK368;BLC015 Battery and Lock Controller;638.00;733.70;;;;
LK369;ACC420 Relay Timer 26Bit Weigand;367.00;422.05;;;;
LK372;ACC210 Enclosure AC2100/5000 SS;867.00;997.05;;;;
LK373;ACC200 Enclosure AC2x00 SS;598.00;687.70;;;;
LK374;ACC202 VR Enclosure for AC2x00 Series SS;1467.00;1687.05;;;;
LK384;UNiS V4 Standard;2534.00;2914.10;;;;
LK390;MCP040K1 Four Door ACU Metal 6A PSU;9784.00;11251.60;;;;
VIRDI RFID SYSTEMS;;;;;;;
LK342;VSR20D Reader EM IP65 RS485;1466.00;1685.90;;;;
LK342-1;VSR20D Reader SC IP65 RS485;1497.00;1721.55;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 60;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
ACCESS CONTROL;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;MORPHO BIOMETRIC SYSTEMS;;;;;;
LK419-1;MA Sigma Bio Lite Reader with Prox IP65;9918.00;11405.70;;;;
LK419-2;MA Sigma Bio Lite Multi Reader IP65;7996.00;9195.40;;;;
LK419-3;MA Sigma Bio Lite IP65 1:500 iClass CR;9795.00;11264.25;;;;
LK420-1;Morpho WR Sigma Lite Reader Screen Prox;11136.00;12806.40;;;;
LK420-2;Morpho WR Sigma Lite Reader Screen Multi;10157.00;11680.55;;;;
LK420-3;Morpho WR Sigma Lite Reader Screen iClas;10887.00;12520.05;;;;
LK422-2;Morpho Sigma STD IP65 1:5000 Bio MD CR;13248.00;15235.20;;;;
LK422-3;Morpho Sigma STD IP65 1:5000 Bio iClass;14232.00;16366.80;;;;
LK423;Morpho Sigma Extreme IP65 (1:5000) BPCR;27672.00;31822.80;;;;
LK423-1;Morpho Sigma Extreme IP65 1:5000 Bio MD;27394.00;31503.10;;;;
LK423-2;Morpho Sigma Extreme IP65 1:5000 Bio iCl;27672.00;31822.80;;;;
LK426;Morpho Wave Compact MDR;61920.00;71208.00;;;;
LK426-9;MA MorphoWaveSP MD;34359.00;39512.85;New;;;
LK427;VisionPass Facial Recognition MD;46871.00;53901.65;;;;
LK427-1;VisionPass Facial Recognition MDPI;52804.00;60724.60;;;;
LK419-4;Sigma Lite Series Rugged SSOD Rainshield;742.00;853.30;;;;
LK419-5;Sigma Lite Series Rugged ID Mnt Bracket;472.00;542.80;;;;
LK422-4;Morpho Sigma STD Series Ruggedised ODSSR;839.00;964.85;;;;
LK422-5;MA Sigma STD Series Rugg SS ID Bracket;585.00;672.75;;;;
LK423-3;Morpho Sigma Extreme SS OD Rainshield;1565.00;1799.75;;;;
LK423-4;Morpho Sigma Extreme Ruggedised ID SS MB;1113.00;1279.95;;;;
LK426-4;Mounting Bracket for MWC SS;1711.00;1967.65;;;;
LK426-5;Pedestal for MWC SS;5011.00;5762.65;;;;
LK426-6;Rainshield for MWC SS;2042.00;2348.30;;;;
LK419-6;MA Sigma Lite Plus & Lite Portable Case;6473.00;7443.95;;;;
LK422-6;Morpho Sigma STD Portable Case & Battery;7369.00;8474.35;;;;
LK421-1;MSO 1300 Everif USB Desktop ER;2862.00;3291.30;;;;
LK421-2;MSO 330 Enrollment Device USB;7185.00;8262.75;;;;
LK421-3;MSO 351 Enrollment Reader USB SC;5969.00;6864.35;;;;
LK421-9;MSO 300 Desktop Enrol Reader SC + Verif;7550.00;8682.50;;;;
LK424;Sigma Upgrade Increase Lite Series 3000;1158.00;1331.70;;;;
LK424-1;Sigma Upgrade Increase Lite & Std 10 000;1578.00;1814.70;;;;
LK424-2;Sigma Upgrade Increase Std Series 50 000;3157.00;3630.55;;;;
LK424-3;Sigma Upgrade Increase Std Series 100000;6314.00;7261.10;;;;
LK426-3;Morpho Wave Compact Upgradeto 40K Person;22518.00;25895.70;;;;
LK425-1;Morpho Software Verification lic (1:1);1632.00;1876.80;;;;
LK425-2;Morpho USB Dongle Verification lic (1:1);3272.00;3762.80;;;;
LK425-3;Morpho Software Verification lic 1:20000;56379.00;64835.85;;;;
LK425;Morpho Manager Software - USB Dongle;340.00;391.00;;;;
LK426-7;Steri-C UV fingerprint sensor sterilisin;914.00;1051.10;;;;
LK429-5;Fluss BLE controller;491.00;564.65;New;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 61;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
INTERCOM EQUIPMENT;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
AUDIO INTERCOMS;;;;;;;
IC54-1;KOCOM - 1-1 Audio Intercom Kit 220VAC;507.00;583.05;;;;
IC54-2;KOCOM - 1-2 Audio Intercom Kit 220VAC;920.00;1058.00;;;;
IC54-3;KOCOM 1-1 Audio Intercom Kit 6/12V Dual;467.00;537.05;;;;
IC41;COMMAX - 1-1 Audio Intercom Kit 220V;549.20;631.58;;;;
IC41-1;COMMAX - 1-1 Audio Intercom Kit 12V;549.20;631.58;;;;
IC42;COMMAX - 1-2 Audio Intercom Kit 220V;922.83;1061.25;;;;
IC44;COMMAX - 1 Button Gate station;145.58;167.42;;;;
IC111-2;Commax 2 Button Apartment Door Station;804.29;924.93;New;;;
IC111-4;Commax 4 Button Apartment Door Station;930.81;1070.43;New;;;
IC111-6;Commax 6 Button Apartment Door Station;1057.97;1216.67;New;On Request;;
IC111-8;Commax 8 Button Apartment Door Station;1184.50;1362.17;New;;;
IC43-3;Commax - Apart Phone DP-SS;212.43;244.30;New;;;
IC43-6;Commax - 6 Call Telephone Master TP-6RC;582.00;699.30;;;;
;Add on Panels and Surface Boxes Available on Request;;;;;;
IC85-17;POLO Entry Panel 12VDC;482.00;554.30;;;;
IC85-18;POLO Handset 12VDC;397.00;456.55;;;;
IC130-2;BPT - AGT VILLA 1-1 Kit;2319.00;2666.85;;;;
IC130-4;BPT - AGT MINI 1-4 Intercom Kit;5298.00;6092.70;;;;
IC133-5;BPT - AGT A200 Handset S200;405.00;465.75;;;;
IC133-6;BPT - AGT A Handset X1;571.00;656.65;;;;
IC133-7;BPT - AGT A EVO Handset X1;705.00;810.75;;;;
IC133-8;BPT AGT A200 K Handset S200 Door Release;569.00;810.75;New;;;
IC135-6;BPT - AGT A200 EVO Handset S200 Multi;638.00;733.70;;;;
IC38-3;BPT - B-RED 12-18VDC Kit Incl PSU;535.00;615.25;;Intercom;;
IC03-1;BPT - Targha 2 Entry Panel;889.50;1022.93;;Installation;;
IC05-3;BPT - Targha 1 Entry Panel;810.40;931.96;;Checklist;;
IC06-1;BPT - Three Butt Kit YP3;108.78;125.35;;o Intercom System;;
IC09;BPT - PSU E310;1994.00;2163.15;o Cable;;;
IC10;BPT - PSU E320;2924.00;3362.60;;o Gooseneck;;
IC11;BPT - PSU A200R;1100.00;1265.00;;o Rain Shield;;
IC32;BPT - SI200 Double Selector;1751.00;2013.65;;o Anti-Theft Bracket;;
IC66;BPT - Audio Module HA200;413.00;474.95;;o Mounting Plate;;
IC77;BPT - KHPS Push Button Kit;84.00;96.60;;o Strike or Mag Lock;;
IC77-1;BPT - KHPD Two Call Button Module;123.00;141.45;;o Power Supplies;;
IC81;BPT - VSE/200 Intercommunication Switch;1188.00;1366.20;o Batteries;;;
IC92;BPT - XDV/304 Video Distributor;643.00;739.45;;o Conduit. Couplings etc;;
VIDEO INTERCOMS;;;;;;;
CC05-4;COMMAX - Audio Handset DP-4VHP;274.91;316.15;;;;
IC59-1;"COMMAX Col 7"" LED Touch Button Video Kit";3034.65;3489.85;;;;
IC59-2;"COMMAX Col 7"" Hands Free Vid Int Kit";3117.75;3585.41;;;;
IC61;"COMMAX 4.3""Exp Colour Video Intercom Kit";2288.86;2632.19;;;;
IC62-1;"COMMAX 7"" Exp Console Vid Intercom";3762.68;4327.08;;;;
IC62-2;COMMAX Colour Video Gate Station Pinhole;1288.96;1482.31;;;;
IC62-5;"COMMAX 7"" Console Black Video Intercom";2754.09;3167.21;;;;
IC62-8;"COMMAX 7"" Neo Silver Video Intercom Kit";4999.00;5748.85;New;;;
IC140;"BPT - AGATA 3.5"" Building Color Monitor";3647.00;4194.05;;;;
IC145;"BPT - OPALE 3.5"" Col Video Intercom Kit";3517.20;4044.78;;;;
IC147;"BPT - OPALE 3.5"" Colour Video Monitor";5370.00;6175.50;;;;
IC104-11;BPT- LITHOS LYNEA B&W Video Intercom Kit;3898.00;4482.70;;;;
IC104-15;BPT- LITHOS PERLA Col Video Intercom Kit;5956.00;6849.40;;;;
IC104-16;BPT- LITHOS PERLA Col Video Monitor Only;3983.00;4580.45;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 62;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
INTERCOM EQUIPMENT;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
VIDEO INTERCOMS;;;;;;;
CC01;"Kocom 4"" Col Handsfree Video Kit Expanda";2438.00;2803.70;;;;
CC03;"Kocom 4.3"" Col Handsfree Video Kit";2215.00;2547.25;;;;
CC03-12;"Kocom 7"" Col Handsfree Video Kit 4 Wire";3667.00;4217.05;;;;
CC03-15;"KOCOM - Video Kit 7"" Col Handsfree Black";3667.00;4217.05;;;;
IC55-7;"KOCOM 4 Wire Apartment System 7"" Monitor";2414.00;2776.10;;;;
IC120;"NICE 7"" Colour Video Intercom Kit Br Al";2199.00;2528.85;;;;
IC120-1;"NICE Colour Video Intercom 7"" Monitor";1281.00;1473.15;;;;
IC120-2;NICE Col Vid Intercom Brushed Alum GStn;918.75;1056.56;;;;
IC120-3;NICE Col Vid Intercom Die-Cast Alum GStn;729.75;839.21;;;;
IC122;"NICE 7"" Colour Video Intercom Kit DC Alu";1900.00;2185.00;;;;
;MICROSOUND MULTISYSTEM INTERCOMS;;;;;;
IC63;MS - 40 Way School Intercom;11400.00;13110.00;;;;
IC63-1;MS - 20 Way School Intercom;9400.00;10810.00;;;;
IC63-3;MS - 60 Way School Intercom;14500.00;16675.00;;;;
IC64;MS - Substation Plastic Incl Callback;555.00;638.25;;;;
IC64-1;MS - Substation Latch Incl Callback;595.00;684.25;;;;
IC64-3;MS - Apartment Intercom Handset MF400HS;540.00;621.00;;;;
IC64-5;MS - Programmable Time Switch;3570.00;4105.50;;;;
IC64-6;SLSI Cabinet-6 Slots-Psu-Cpu/A;17800.00;20470.00;;;;
IC64-7;SLSI Master Station With Displ;2990.00;3438.50;;;;
IC64-8;SLSI Sub Card-16 Sub Stn W/C/B;2400.00;2760.00;;;;
IC64-9;MS - School Bell 220VAC;865.00;994.75;;;;
;WIRELESS INTERCOMS;;;;;;
IC155-2;ZARTEK Radio Intercom Long Range;1874.00;2155.10;;;;
IC157;ZARTEK 1 Button Digital Wireless Kit;2383.00;2740.45;;;;
IC157-1;ZARTEK 1 Button Digital Kit Handset;1315.00;1512.25;;;;
IC157-2;ZARTEK 1 Btn Digital Wireless Gate Stn;1159.00;1332.85;;;;
IC157-3;ZARTEK 1Btn Digital Wireless Kit ZA-650A;2098.00;2412.70;;;;
;GENERAL ACCESSORIES;;;;;;
IC26-1;BPT - Mounting Plate - LITHOS MPLI;209.00;240.35;;;;
IC26-2;BPT- Mounting Plate - THANGRAM MPTA01;232.00;266.80;;;;
IC27-2;BPT - Rainshield for Targha S/S MP3SRS;378.00;434.70;;;;
IC27-3;BPT - Mounting Plate MPT2RS;278.00;319.70;;;;
IC27-4;BPT - Mounting Plate MPT3RS;361.00;415.15;;;;
IC27-7;BPT - Mounting Plate S/Steel MPT2SRS;538.00;618.70;;;;
IC28;BPT - Rainshield Theft Resistant MP6RS;395.00;454.25;;;;
IC58;BPT - Rainshield MP3RS;159.00;182.85;;;;
IC45;COMMAX - Rainshield;113.00;129.95;Now in stock;;;
IC45-2;COMMAX - Rainshield with Grill;208.00;239.20;Sundry Hardware;;;
IC45-3;COMMAX - Rainshield Stainless Steel;225.00;258.75;Premix concrete.;;;
IC45-4;COMMAX - Rainshield Stainless Steel 4PIP;249.00;286.35;New;;;
;;;;Hacksaw blades;;;
IC50;Gooseneck - No Base Plate;246.00;282.90;Drill bits;;;
IC50-1;Gooseneck - With Base Plate;298.00;342.70;Silicon sealer;;;
IC50-3;Gooseneck - Galv Rainshield & Base Plate;376.00;432.40;Welding Rods;;;
IC50-4;Gooseneck - No Base Plate Stainless;1029.00;1183.35;PVC Bond;;;
IC50-5;Gooseneck - Galvanised With Rainshield;376.00;432.40;Enclosures;;;
IC50-8;Gooseneck - Base Plate Stainless Steel;1296.00;1490.40;Tools;;;
;;;;Test Meters;;;
IC85-19;Rainshield Stainless with Grill for POLO;349.00;401.35;;;;
IC85-22;Rainshield with Grill for POLO Gate Stat;291.00;334.65;;;;
IC85-20;POLO Switch for Polo Phone;303.00;348.45;;;;
IC85-21;POLO Phone Psu 14V 300mA;112.00;128.80;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 63;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
INTERCOM EQUIPMENT;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;GSM INTERCOM SYSTEMS;;;;;;
IC100-2;BPT - GSM/I500 In Metal Box incl Keypad;9405.00;10815.75;;;;
IC103-6;BPT MTM GSM KIT with Keypad & 2 SM;11375.00;13081.25;;On Request;;
IC103-7;BPT MTM GSM KIT with Keypad & 3SM;14820.00;17043.00;;On Request;;
IC117;Accentronix Nano 10 User GSM Unit;2097.00;2411.55;;On Request;;
IC117-1;Accentronix Cellswitch Infinity;3209.00;3690.35;;On Request;;
IC117-2;Accentronix Wireless GSM Intercom Nano;4961.00;5705.15;;On Request;;
IC118;Accentronix Wireless GSM Intercom Mini;12334.00;14184.10;;On Request;;
IC118-9;Accentronix Rainshield for Complex GSM;1707.00;1963.05;New;On Request;;
SW43-9;Accentronix Fixed Micro Receiver;119.90;137.89;;On Request;;
IC226;Centurion G-Switch Ultra Smart 3G Unit;1908.75;2195.06;;;;
IC226-1;Centurion G-Speak Ultra 4G Kit 4 I/O's;2552.00;2934.80;;;;
IC226-4;Centurion G-Ultra GSM 4G Control V2;1959.00;1792.85;;;;
IC227-8;GSM Blade Antenna for G-Ultra SMA 2m;192.00;220.80;;;;
IC228-2;GSM Intercom System MK11-S;19971.00;22966.65;;On Request;;
IC229-3;GSM Intercom System MK11 Lite;18361.00;21115.15;;On Request;;
IC229-5;GSM System MK11 LITE Upgrade Kit;7607.00;8748.05;;On Request;;
IC50-7;MK11-S GSM Theft Resistant Bracket;1431.00;1645.65;;;;
IC50-6;MK11-S GSM Gooseneck with Mounting Plate;1265.00;1454.75;;;;
IC228-3;MK11-S GSM Intercom System Audio Module;596.00;685.40;;;;
IC228-4;MK11-S GSM Intercom Lightning Protector;669.00;769.35;;;;
IC228-5;MK11-S GSM Intercom FrontPlate incl K&D;4892.00;5625.80;;;;
IC228-6;MK11-S GSM Tap Tap Keypad;1701.00;1956.15;;;;
IC228-7;MK11 GSM NOVA BT Loader Dongle;2852.00;3279.80;;;;
IC229;MK11 GSM YAGI Antenna 11dB Gain;1249.00;1436.35;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 64;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
FIRE PANELS AND SMOKE DETECTORS;;;;;;;
Our Code;Item Description;Trade Excl VAT;Trade Incl VAT;;;;
;FIRE PANELS - ANALOGUE STANDARD;;;;;;
FR01;Fire Control Panel 2 Zone (Conventional);3063.00;3522.45;;;;
FR01-1;Fire Control Panel 4 Zone (Conventional);3191.00;3669.65;;;;
FR01-2;Fire Control Panel 8 Zone (Conventional);4341.00;4992.15;;;;
;FIRE PANEL POWER SUPPLIES;;;;;;
PS66;SP PS 24VDC 5Amp Power Store;1875.00;2156.25;;;;
;CALL POINTS & ACCESSORIES;;;;;;
FR02;SP Green Call Point Break Glass;149.00;171.35;;;;
FR02-1;SP Green Call Point Resettable;173.00;198.95;;;;
FR03;SP Red Call Point Break Glass;149.00;171.35;;;;
FR03-1;SP Red Call Point Resettable;173.00;198.95;;;;
FR04;Spare Glass for FR02 (75mm x 43mm) Big;19.00;21.85;;;;
FR04-1;Call Point - Spare Plastic - DMN800;24.00;27.60;;;;
FR04-8;Insert for Resettable Call Points;24.00;27.60;;;;
FR05;Emergency Key Holder - Fire;113.40;130.41;;;;
FR06-1;Emergency Key Holder - Spare Glass FR05;5.80;6.67;;;;
FR07;Call Point - Spare Glass - DM711;13.10;15.07;;;;
FR07-1;Call Point - Yellow Complete;204.00;234.60;;;;
FR09;Call Point - Green Front Only DMN700G;204.00;234.60;;;;
FR09-1;Call Point - Red Front Only DMN700R;157.60;181.24;;;;
FR10;Call Point - Green Back Box Only DMN787G;78.90;90.74;;;;
FR10-1;Call Point - Red Back Box Only DMN787;60.90;70.04;;;;
FR16;Keyguard Spare Perspex for FR18;122.00;140.30;;;;
FR18;Keyguard w/switch - Red - DM796;807.50;928.63;;;;
FR29;Union Fire Bolt - Redlam;244.70;281.41;;;;
FR29-1;Union Fire Bolt - Tube;12.00;13.80;;;;
FR30;Smoke Detector Tester -Aerosol - SC010;609.00;700.35;;;;
;SMOKE DETECTORS / FIRE DETECTORS;;;;;;
FR14;Heat Detector - Apollo S65 - DT654;289.70;333.16;;;;
FR19;Smoke Detector - Optical S65 - DP652;274.00;315.10;;;;
FR22-1;Securi-prod Photoelectric Smoke Detector;249.00;286.35;;;;
FR23;Smoke Detector - Base S65 - DB860;62.00;71.30;;;;
FR23-1;Smoke Detector - Relay Base S65 - DB650;464.00;533.60;;;;
FR28-5;Standalone Mini Carbon Monoxide Detector;232.89;267.82;EOL;Clearance Price;;
SOUND DEVICES;;;;;;;
SD09;Motorised Siren - 12V. 17A 1000m;2627.00;3021.05;;;;
SD10;Motorised Siren - 12V 500m;1252.00;1439.80;;;;
SD11;Motorised Siren - 220VAC 1000m;2627.00;3021.05;;;;
SD12;Motorised Siren - 220VAC 500m;1252.00;1439.80;;;;
FR08;"Fire Bell - 12VDC 6""";544.00;625.60;;;;
FR08-2;Fire Bell - 24VDC 6inch - AB360;598.00;687.70;;;;
FR11;Flashni Siren - Red - 24V - ASC366;1807.00;2078.05;;;;
FR20;Siren Roshni - 12/24VDC - AS363;464.90;534.64;;;;
;;;;;;;
Prices are subject to change without prior notice.;;;;;;;
E&OE. Valid until 31st March 2023.;Page: 65;;;;;;
www.REGALSECURITY.co.za;05/03/2023;;;;;;
;;;;;;;
Trade Price List;;;;;;;
GARAGE DOOR AUTOMATION;;;;;;;
Our Code;Item Description;;Trade Excl VAT;;Trade Incl VAT;;
GDO MOTORS & EXTRUSIONS;;;;;;;
GA94-2;Centurion GDO SDO4 T10 Sectional Kit;;2112.00;;2428.80;EOL;
GA94-3;Centurion GDO SDO4 T10 Tip-Up Kit;;2112.00;;2428.80;EOL;
GA94-8;Centurion GDO SDO4 T10 Drive Unit;1;671.00;1;921.65;EOL;
GA94-9;Centurion GDO SDO4 T12 Drive Unit;1;914.00;2;201.10;EOL;
GA94-10;Centurion GDO SDO4 DP PCB;;634.88;;730.11;;
GA94-11;Centurion GDO SDO4 Smart DP PCB;;790.00;;908.50;;
GA94-12;Centurion GDO SDO4 T10 & T12 Track Carav;;634.00;;729.10;;
GA99;SDO4 Single Piece Track Sectional Belt;;441.00;;507.15;;
GA99-1;SDO4 Single Piece Track TipUp Belt Drive;;454.00;;522.10;;
GA99-2;SDO4 SMART T10 GDO Sectional Kit;2;190.00;2;518.50;;New Product Range
GA99-3;SDO4 SMART T10 GDO Tip-Up Kit;2;190.00;2;518.50;;
GA99-4;SDO4 SMART T12 GDO Sectional Kit Inc WP;2;427.00;2;791.05;;
GA99-5;SDO4 SMART T12 GDO Tip Up Kit Inc WP;2;427.00;2;791.05;;
GA99-8;SDO4 SMART T10 GDO Drive Head 24V V2;1;749.00;2;011.35;;
GA99-9;SDO4 SMART T12 GDO Drive Head 24V V2;1;986.00;2;283.90;;
GA136-1;SUPALIFT - RDO2 GDO Roll-Up Motor Kit;1;825.00;2;098.75;;
GA137;SUPALIFT - RDO-1/2 DC BP PCB For Rollup;;723.10;;831.57;;
GA137-2;RDO Domestic Rollup Control Box Assembly;;986.00;1;133.90;;
GA137-3;RDO Domestic Rollup Drum Wheel 280mm;;70.00;;80.50;;
GA100-3;DC Blue PICO 3.2M KIT incl 2 x Tx4 & Bat;2;274.21;2;615.34;;
GA100-5;DC Blue PICO 2.2M KIT incl 2xTx4 & Batt;2;215.40;2;547.71;;
GA100-6;DC Blue PICO 3.7M KIT incl 2xTx4 & Batt;2;414.13;2;776.25;;
GA157;DC Blue Advanced Roll-Up GDO Kit Inc 2Tx;1;778.87;2;045.70;;
GA157-1;DC Blue Advanced Roll-Up GDO Kit & CW;1;895.50;2;064.25;;
GA100-10;DC Blue Advanced 24V DC Tip-Up Kit;2;425.50;2;789.33;;
GA100-11;DC Blue Advanced 24V DC Sectional Kit;2;484.00;2;856.31;;
GA100-12;DC Blue Advanced 24V DC Caravan Kit;2;622.35;3;015.70;;
GA102;DC Blue Advanced HighSpeed Sectional GDO;2;665.39;3;065.20;;
GA107-1;DC Blue Advanced Head incl 24V Battery;2;035.21;2;340.49;;
GA107-17;DC Blue Advanced Control Card Kit;;779.10;;895.97;;
RGA100-4;DC Blue Advanced 3.2M Drawbar Only;;735.09;;845.35;;
RGA100-5;DC Blue Advanced 2.2M Drawbar Only;;682.36;;784.71;;
BA38-2;SP Batt 24V 3.5Ah SLA for DC Blue Digita;;446.00;;512.90;;
GA158;NICE Soon 24VDC Sectional GDO 20SQM;5;409.60;6;221.04;;On Request Only
GA159;NICE Sumo 24VDC Sectional GDO 35SQM;8;086.10;9;299.02;;On Request Only
GA151;DC Blue Roll-Up GDO Counterweight;;246.10;;283.02;;
GA152;DC Blue Roll-Up GDO Adaptor Plate;;147.93;;170.12;;
GA107-3;DC Blue Control Cards (CGDO);;737.72;;848.38;;
GA107-37;Nice DC Blue Advanced Roll-Up PCB;;406.60;;467.59;;
GA88-7;GEMINI - GDO Sectional 24VDC;2;339.00;2;689.85;;
GA87;GEMINI - GDO Roll-Up 12VDC;2;315.75;2;663.11;;
GA88-11;GEMINI - GDO DC PCB 24 Incl RX Module;;397.05;;456.61;;
GA87-9;GEMINI - Garage Door Motor Only;1;567.83;1;803.01;;
GA87-10;GEMINI GDO Extrusion Sectional;;865.69;;995.55;;
GA87-11;GEMINI GDO Extrusion Sectional Caravan;;950.15;1;092.67;;
GA87-12;GEMINI GDO Extrusion Secional Long;1;397.49;1;607.11;;
