name;description;exc;trade;;;;
CC466-3;HIKVISION PTZ 2MP - 25 x OZ ? IR 100m;7009.00;8060.35;;DS-2DE4225IW-DE    T5;;
CC467;HIKVISION Camera PTZ 2MP 25 x OZ;8058.00;9266.70;CC467-10;DS-2DE5225IW-AE S6;;
CC467-7;HIKVISION Cam PTZ 2MP IR 150m 25 x OZ;9767.00;11232.05;;DS-2DE7225IW-AE;;
CC467-7-1;Hik  2MP Outdoor PTZ Cam - IR 200m;10224.00;11757.60;New;DS-2DE7A225IW-AEB(O-STD)(T5);;
CC467-10;HIKV 4 MP 25X Powered;8375.00;9631.25;;DS-2DE5425IW-AE(T5);;
CC469-2;2MP Darkfighter PTZ Cam - IR 200m - 42X;29184.00;33561.60;;DS-2DF8242IX-AEL(O-STD)(T5);;
CC469-5;HIK IP 2MP Darkfighter PTZ IR200m 25 xOZ;23472.00;26992.80;;DS-2DF8225IX-AEL;;
CC469-6;HIK IP 4MP Darkfighter PTZ IR200m 25 xOZ;24440.00;28106.00;;DS-2DF8425IX-AEL;;
CC469-7;HIK IP 4MP Darkfighter PTZ IR200m 42X OZ;30361.00;34915.15;;DS-2DF8442IXS-AEL;;
CC469-9;2MP Ultra Low Light PTZ Cam -Laser IR;46239.00;53174.85;;DS-2DF8242I5X-AELW(O-STD)(T5);;
CC95-2;Speed Dome -HIK Keyboard Network Control;3513.00;4039.95;DS-1005KI;;;
CC95-6;Speed Dome - IP Network Keyboard Control;15786.00;18153.90;DS-1100KI;;;
CC468-2;HIK PTZ Brkt Pendant Mnt for CC99 CC99-1;366.00;420.90;DS-1662ZJ;;;
CC468-3;HIK PTZ Bracket Corner Mount White;452.00;519.80;;DS-1602ZJ-CORNER;;
CC468-4;HIK PTZ Bracket Pole Mount White;453.00;520.95;;DS-1602ZJ-POLE;;
CC468-5;HIK Compact PTZ Bracket Wall Mount White;312.00;358.80;DS-1602ZJ;;;
CC468-11;PTZ Wall Mnt Brkt White inc Junction Box;888.00;1021.20;DS-1604ZJ;;;
CC468-12;HIK Wall Mount Bracket for CC466-2;349.00;401.35;DS-1605ZJ;;;
CC468-13;HIK Pendant Mount Bracket for CC466-2;401.00;461.15;;DS-1691ZJ-M;;
;;;;;;;
CDC100;HikCentral Single Camera Licence;650.00;747.50;;HikCentral-VSS-1Camera;;
CDC100-ALM1;Hik Alarm System Alarm Input connection;59.00;67.85;;HikCentral-P-Alarm-1Input;;
CDC100-ANPR-C;HikCentral ANPR Single Camera Licence;2583.00;2970.45;;HikCentral-ANPR-1Camera;;
CDC100-BASE;HikCentral Base License;892.00;1025.80;;HikCentral-VSS-Base/0Ch;;
CDC100-BASE-300;HikCentral Base License including 300 Ch;140879.00;162010.85;;HikCentral-VSS-Base/300Ch;;
CDC100-BASE-4;HikCentral Base Licence Including 4 Ch;2503.00;2878.45;;HikCentral-VSS-Base/4Ch;;
CDC100-BASE-64;HikCentral Base License including 64 Ch;36213.00;41644.95;;HikCentral-VSS-Base/64Ch;;
CDC100-DATA;HikCentral Data Reporting Base Licence;15797.00;18166.55;;HikCentral-P-BI Report-Module;;
CDC100-FACE;HikCentral Facial Recognition 1 Cam Lic;3136.00;3606.40;;HikCentral-FacialReco-1Camera;;
CDC100-IPS-1CH;Hikcentral IP speaker license for 1 Devi;628.00;722.20;;Hikcentral-P-IPspeaker-1unit;;
CDC100-IPSM;Hikcentral IP Speaker Module - incl 2 IP;1026.00;1179.90;;Hikcentral-P-IPspeaker-Module;;
CDC100-PSTOR;HikCentral PSTOR Video Storage Single CL;326.00;374.90;;pStor-Video Storage-Base/1Ch;;
CDC100-PSTOR-BASE HikCentral PSTOR Base License;;3161.00;3635.15;;pStor-Picture Storage-Base;;
CDC100-RSM-BASE;HikCentral RSM Base License -2 Sites;189537.00;217967.55;;HikCentral-RSM-B;;
CDC100-SW;HikCentral Smart Wall Base Licence;37886.00;43568.90;;HikCentral-SmartWall-Base;;
CDC100-TM;HikCentral Temperature - Mask Module Lic;1610.00;1851.50;;Temp&Mask-Module;;
;;;;;;;
SP164-5;HIKVISION 4 Channel NVR Base Kit;9809.00;11280.35;;;;
SP165-5;HIKVISION 8 Channel NVR Base Kit;18238.00;20973.70;;;;
SP166-5;HIKVISION 16 Channel NVR Base Kit;35444.00;40760.60;;;;
;;;;;;;
;;;;;;;
SP164-4;HIKVISION 4 Channel NVR MAXI Kit;12053.00;13860.95;;;;
SP165-4;HIKVISION 8 Channel NVR MAXI Kit;20407.00;23468.05;;;;
SP166-4;HIKVISION 16 Channel NVR MAXI Kit;38489.00;44262.35;;;;
;;;;;;;
;;;;;;;
SP164;HIKVISION 4 Channel NVR Installer Kit;13929.00;16018.35;;;;
SP165;HIKVISION 8 Channel NVR Installer Kit;23182.00;26659.30;;;;
SP166;HIKVISION 16 Channel NVR Installer Kit;41548.00;47780.20;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
LK450-4;HIK 4Ch 1.3MP MetalVilla Outdoor Station;1895.00;2179.25;;DS-KV8402-IM;;
LK450-7;"HIK 7""Touch Screen Indoor Station";1278.00;1469.70;DS-KH6310;;;
LK451;Video Intercom Module;1901.00;2186.15;;DS-KD8003-IME1;;
LK451-1;HIKVISION 1 Module Gate Station Frame SM;736.00;846.40;DS-KD-ACW1;;;
LK451-2;HIKVISION 2 Module Gate Station FSM;1337.00;1537.55;DS-KD-ACW2;;;
LK451-3;HIKVISION  Module Gate Station FSM;2233.00;2567.95;DS-KD-ACW3;;;
LK451-5;HIKVISION Video Intercom Module - SS;2002.90;2303.34;New;DS-KD8003-IME1/S(O-STD);;
LK451-7;"7"" Touch Screen Indoor Station -2nd Gen";2124.00;2442.60;;DS-KH6320-WTE1;;
LK451-8;HIKVISION Video Intercom Master Station;11644.00;13390.60;DS-KM9503;;;
LK451-9;"HIK 7"" Touch Screen - Convergence Indoor";4120.00;4738.00;;DS-KH9310-WTE1;;
LK452;HIKVISION Video Intercom Nametag Module;626.00;719.90;DS-KD-KK;;;
LK453;HIKVISION Video Intercom Keypad;1348.00;1550.20;DS-KD-KP;;;
LK453-1;HIKVISION Video Intercom Display Module;1210.00;1391.50;DS-KD-DIS;;;
LK453-2;HIK Video Intercom MiFare Card Reader;836.00;961.40;DS-KD-M;;;
LK454;HIKVISION Video Intercom Blank Module;312.00;358.80;DS-KD-BK;;;
LK455;HIK Secure Indoor Access Control Module;785.00;902.75;DS-K2M061;;;
LK461;HIK Fingerprint Access Control Terminal;1525.00;1753.75;;DS-K1T804BMF;;
LK461-1;HIK Video Access Control Terminal- 501SF;3348.00;3850.20;;DS-K1T501SF/WIFI;;
LK462;HIK Fingerprint Card Reader - 1201MF;1005.00;1155.75;;DS-K1201AMF;;
LK462-1;HIK Standalone Fingerprint Access Contro;2632.00;3026.80;;DS-K1T201AMF;;
LK463;HIK Fingerprint & Facial Enrollment Stn;4913.00;5649.95;;DS-K1F600U-D6E-F;;
LK463-1;HIKVISION Fingerprint Enrollment Reader;1074.00;1235.10;DS-K1F820-F;;;
LK499;HIK 1-1 Video Intercom Kit 16GSD 4P Sw;4713.00;5419.95;DS-KIS602;;;
;;;;;;;
LK458-1;HIK Protective Shield - Advanced;320.00;368.00;;DS-KABD8003-RS1;;
LK458-2;HIKVISION 2 Module Rainshield;523.00;601.45;;DS-KABD8003-RS2;;
LK458-3;HIKVISION 3 Module Rainshield;629.00;723.35;;DS-KABD8003-RS3;;
LK459-1;HIKVISION 8 Channel Intercom Dist Switch;616.00;708.40;DS-KAD606-P;;;
LK460-7-1;HIK 671 Face Recognition Terminal - IP65;8170.00;9395.50;;DS-K1T671MF(0-STD);;
LK460-7-2;Hik  673 Pro Face Access Terminal- IP;7797.00;8966.55;New;DS-K1T673DWX;;
LK460-8;HIKVISION - Protective Rain shield for F;297.00;341.55;DS-KAB671-S;;;
LK460-9;HIK Mini Face Recognition Terminal  341B;2786.00;3203.90;;DS-K1T341BMW;;
LK460-10;HIK Mini Face Recognition Terminal -341A;4086.00;4698.90;;DS-K1T341AMF;;
LK491;Hikvision Single Door Access Controller;3268.00;3758.20;DS-K2601;;;
LK491-1;Hikvision Two Door Access Controller;3595.00;4134.25;DS-K2602;;;
LK491-4;Hikvision Four Door Access Controller;4488.00;5161.20;DS-K2604;;;
CDC100-AC;HikCentral Access Control 1 Door License;631.00;725.65;;HikCentral-P-ACS-1Door;;
CDC100-AC-BASE;HikCentral Access Control Base License;596.00;685.40;;HikCentral-P-ACS-Base/2Door;;
CDC100-AC-BASE-16;HikCentral Access Control Base License (;3126.00;3594.90;;HikCentral-P-ACS-Base/16Door;;
;;;;;;;
SD100;Hikvision IP Horn Speaker;6342.00;7293.30;DS-PA0103-B;;;
CDC100-IPS-1CH;Hikcentral IP speaker license for 1 Devi;628.00;722.20;;Hikcentral-P-IPspeaker-1unit;;
CDC100-IPSM;Hikcentral IP Speaker Module - incl 2 IP;1026.00;1179.90;;Hikcentral-P-IPspeaker-Module;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
BD400;HIKVISION AX-PRO Wireless PIR Detector;713.00;819.95;;DS-PDP15P-EG2-WE;;
BD400-1;HIKVISION AX-PRO Wireless Dual Tech PIR;1198.00;1377.70;;DS-PDD12P-EG2-WE;;
BD400-2;HIKVISION AX-PRO Wireless PIR-CAM Detect;1651.00;1898.65;;DS-PDPC12P-EG2-WE;;
BD400-3;HIK AX-PRO Wireless Curtain Detector;777.00;893.55;;DS-PDC10AM-EG2-WE;;
BD400-4;HIK AX-PRO Wireless Outdoor Dual Tech DT;2283.00;2625.45;;DS-PDTT15AM-LM-WE;;
BD400-5;HIKVISION AX-PRO RF Camera Module;1172.00;1347.80;;DS-PDCM15PF-IR;;
BD400-8;HIK AX-PRO Internal Ceiling Mount PIR Br;21.10;24.27;;DS-PDB-IN-Ceilingbracket;;
BD400-9;HIK AX-PRO Internal Wall Mount PIR Brckt;20.20;23.23;;DS-PDB-IN-Wallbracket;;
BD405;HIKVISION AX-PRO Wireless Water Leak DT;650.00;747.50;;DS-PDWL-E-WE;;
BD405-1;HIK AX-PRO Wireless Temperature Detector;691.00;794.65;;DS-PDTPH-E-WE;;
CP400;AX-PRO Wireless Kit - 868MHz - 64 Zones;3259.00;3747.85;;DS-PWA64-KIT-WE;;
CP400-1;AX-PRO Wireless Kit - 868MHz - 96 Zones;4471.00;5141.65;;DS-PWA96-KIT-WE;;
CP400-1-P;HIK AX-PRO Panel Only - 868Mhz - 96 Zone;3185.00;3662.75;;DS-PWA96-M-WE;;
CP400-P;HIK AX-PRO Panel Only - 868Mhz - 64 Zone;1927.00;2216.05;;DS-PWA64-L-WE;;
CP402;HIKVISION AX-PRO Wireless Internal Sound;685.00;787.75;;DS-PS1-I-WE;;
CP402-1;HIK AX-PRO Wireless Outdoor Sounder (Red;1334.00;1534.10;;DS-PS1-E-WE;;
CP402-2;HIK AX-PRO Wireless OD Sounder (Blue);1285.00;1477.75;NEW;DS-PS1-E-WE;;
CP403;HIKVISION AX-PRO Wireless LED Keypad;934.00;1074.10;;DS-PK1-E-WE;;
CP404;HIKVISION AX-PRO Wireless Tag Reader;677.00;778.55;;DS-PT1-WE;;
CP405;HIKVISION AX-PRO Wireless Keyfob;356.00;409.40;;DS-PKF1-WE;;
CP405-1;HIKVISION AX-PRO Tag;33.00;37.95;;DS-PT-M1;;
CP406;HIKVISION AX-PRO Wireless Universal Tx;502.00;577.30;;DS-PM1-I1-WE;;
CP406-1;HIKVISION AX-PRO Wireless Multi I/O Tx;1793.00;2061.95;;DS-PM1-I16O2-WE;;
CP407;HIKVISION AX-PRO Wireless Repeater;1320.00;1518.00;;DS-PR1-WE;;
CP409;HIKVISION AX-PRO Wireless Relay Module;462.00;531.30;;DS-PM1-O1L-WE;;
CP409-1;HIKVISION AX-PRO Wireless Wall Switch;516.00;593.40;;DS-PM1-O1H-WE;;
CP409-2;HIKVISION AX-PRO Wireless Smart Plug;541.00;622.15;;DS-PSP1-WE;;
CP410;HIKVISION AX-PRO Radio Connection Cable;80.00;92.00;;DS-PWA-CABLE(O-STD)/SOUTH AFRICA;;
FR400;HIKVISION AX-PRO Wireless Smoke Detector;822.00;945.30;;DS-PDSMK-S-WE;;
MC400;HIK AX-PRO Wireless Door Contact;415.00;477.25;;DS-PDMC-EG2-WE;;
MC400-1;HIK AX-PRO Wireless Door Contact - Slim;337.00;387.55;;DS-PDMCS-EG2-WE;;
PS400;HIKVISION AX-PRO 12V PSU Module;273.00;313.95;;DS-PM1-D;;
SW400;HIKVISION AX-PRO Wireless Panic Button;309.00;355.35;;DS-PDEB1-EG2-WE;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
NW100-3;Switch 4-Port GB Mang Ind PoE +2GB SFP i;4;498.00;6;381.35;;
NW101;Genata 4P Gb PoE + 2P (TP&SFP);;645.00;;741.75;;
NW101-2;Switch 4-Port GB PoE Ext 1-Port GB TP 1-;;599.00;;688.85;;
NW101-3;8-Port GB 12VDC Input Switch;;689.00;;792.35;;
NW101-7;8-Port GB Mang Ind PoE +4GB SFP Switch i;5;028.00;7;472.70;;
NW101-9;Genata 8P Gb PoE + 4P (TP&SFP);1;695.00;1;949.25;;
NW101-10;Genata 8P Gb + 2P SFP Man. PoE;2;099.00;2;413.85;;New Product
NW110-4;8-Port 10/100 Ind PoE 1GB TP 1 SFP Uplin;3;095.00;3;559.25;;
NW111-4;Genata 16P PoE + 3Gb (TP/SFP);2;399.00;2;758.85;;
NW111-6;Genata 16P Gb PoE + 2Gb SFP;2;999.00;3;448.85;;
NW111-7;16-Port GB PoE 2GB TP 2GB SFP Uplink Swi;4;764.00;6;046.70;;
NW121-6;16-Port 10/100 PoE 2GB TP 1GB SFP Uplink;3;299.17;3;794.05;;
NW121-8;16-Port GB Mang PoE 4 SFP Uplink Switch;6;488.00;7;461.20;;
NW121-10;Genata 16P Gb + 2P SFP Man. PoE;4;399.00;5;058.85;;New Product
NW113-2;24-Port 10/100 PoE 2GB TP 1GB SFP Combo;5;498.00;6;322.70;;
NW114-2;24-Port 10/100 Mang PoE 2GB TP 2GB SFP U;5;669.23;6;519.62;;
NW114-4;Switch 24-Port GB Mang PoE 4-Port GB RJ4;6;524.00;7;502.60;;
NW114-6;PLANET 24 Port Gigabit Managed PoE + 4 G;7;394.12;8;503.24;NEW;
NW115-2;24-Port GB Mang PoE 4GB SFP Uplink Switc;8;803.00;10;123.45;;
NW115-4;24-Ports GB Mang 4GB/10GB Uplink Switch;13;132.77;15;102.68;;On Request
NW115-5;24-Port SFP Mang 8 Share GB TP 4GB/10GB;18;604.75;21;395.47;;
NW115-8;24-Port GB Mang PoE 4GB SFP Uplink Switc;8;134.00;9;354.10;;
NW143;PoE Injector 30Watt 1000Mbps CAT5;;483.00;;555.45;;
NW143-2;PoE Injector 60Watt 1000Mbps CAT5;;799.00;;918.85;;
NW144;UTEPO 10/100 PoE (max 30W) Repeater;1;049.00;1;206.35;;
NW145;UTEPO Ind. Gigabit PoE (90W) Repeater;2;297.00;2;641.55;;New Product
CC71;Passive Injector & Splitter PoE 12-15VDC;;79.90;;91.89;;New Product
CC72;Passive Injector or Splitter GB PoE from;;108.00;;124.20;;New Product
NW100-6;Genata Outdoor 8P PoE Switch;1;699.00;1;953.85;;
NW100-7;2 Port Ethernet to Fibre Media Convertor;1;390.00;1;598.50;;
NW139;Cascade PoE Transmission;;230.00;;264.50;;
NW139-2;Water-resistant Cascade PoE Transmitter;;249.00;;286.35;;
NW139-5;PoE Separation Converter;;70.00;;80.50;;
NW276-4;1/9/16 Channel IP Screen Decoder;;879.00;1;010.85;;
HW22-9;Waterproof Connectors for the NW139-5 /;;18.00;;20.70;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
NW202;WIS 5GHz Outdoor CPE;1399.00;1608.85;;;;
NW204-1;WIS 2.4GHz Outdoor CPE;745.00;856.75;;;;
NW205;WIS 5GHz Outdoor CPE;919.00;1056.85;;;;
NW210;WIS 5GHz Outdoor Base Station;1899.00;2183.85;;;;
NW220-1;WIS 5GHz Outdoor Dish/CPE;998.00;1147.70;;;;
NW221;WIS 5GHz 120 Sector Antenna;2366.00;2720.90;;;;
NW222;5GHz Dish 30dBi 2x2 MIMO N-type Connect;2496.00;2870.40;;;;
NW224-1;AP WIS-ANO5812 OMNI Antenna + NW224;2325.00;2673.75;;;;
NW230;WIS 5GHz Outdoor 120 Sector Base Station;1699.00;1953.85;;;;
NW231;5GHz CPE 2x2 MIMO 867Mbps IP65 1x1000M;1363.00;1567.45;;;;
NW240;WIS 5GHz Outdoor 120 Sector Base Station;4351.00;5003.65;EOL;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
CD50-1;Access Control PC Lite;11357.00;13060.55;;;;
CD50-2;PC - Access Control;13387.00;15395.05;On;;;
CD51-3;CCTV Remote view compact PC Win10;16994.00;19543.10;Request;;;
CD52-1;CCTV W/Station Entry Level max 32 Cam DS;15221.00;17504.15;;;;
CD52-2;CCTV W/Station Mid Level max 64 Cam DSS;21574.00;24810.10;;;;
CD52-4;CCTV W/Station High End max 128 CamDSS o;31435.00;36150.25;;;;
;;;;;;;
;;;;;;;
CM14;Monitor LED 19.5'' 1366x768 HDMI VESA Mn;1998.00;2297.70;EOL;;;
CM18;"HIKVISION Monitor 18.5"".  VGA  and HDMI";1495.00;1719.25;;DS-D5019QE-B(O-STD);;
CM23-1;"Monitor LED 23.6"" 1920x1080 VGA HDMI";2999.00;3448.85;EOL;;;
CM23-2;"Monitor LED 23"" 1920x1080 VGA HDMI incl";3199.00;3678.85;EOL;;;
CM46;"Mecer Monitor LED 19.5"" TFT VGA HDMI  Sp";1600.00;1840.00;NEW;;;
CM44;"Mecer Monitor 23.8"" Dsub HDMI";2750.00;3162.50;NEW;;;
CM42;"Mecer Monitor LED 32"" FHD 2x HD";2699.00;3103.85;;;;
CM43;"Mecer Monitor LED 43"" FHD 1080p";4635.00;5330.25;;;;
;;;;;;;
;;;;;;;
CH22-6;Seagate Skyhawk Surveillance Hard Drive;877.00;1008.55;;;;
CH22-8;Seagate Skyhawk Surveillance Hard Drive;1099.00;1263.85;;;;
CH22-9;Seagate Skyhawk Surveillance Hard Drive;1519.00;1746.85;;;;
CH22-10;Seagate Skyhawk Surveillance Hard Drive;1545.00;1776.75;;;;
CH22-11;Seagate Skyhawk Surveillance HDD 6TB;2830.00;3254.50;;;;
CH22-12;Seagate Skyhawk Surveillance Hard Drive;3678.00;4229.70;;;;
CH22-13;Seagate Skyhawk Surveillance Hard Drive;5348.00;6150.20;;;;
CH22-10N;Seagate Ironwolf NAS Hard Drive 4TB SATA;2213.00;2544.95;;;;
CH22-11N;Seagate Ironwolf NAS Hard Drive 6TB SATA;3477.00;3998.55;;;;
CH22-12N;Seagate Ironwolf NAS Hard Drive 8TB SATA;4552.00;5234.80;;;;
CH22-13N;Seagate Ironwolf NAS Hard Drive 10TB SAT;5874.00;6755.10;;;;
CH22-14N;Seagate Ironwolf NAS Hard Drive 12TB;7824.00;8997.60;;;;
CH23-10;Seagate EXOS Enterprise Hard Drive 10TB;5384.00;6191.60;;;;
CH02-1;QNAP NAS 4-Bay Empty. 3xUSB 2xLAN;6671.42;7672.13;;;;
;;;;;;;
CH54;Micro SD Card 16GB Class 10;110.80;127.42;;;;
CH54-1;Micro SD Card 32GB Class 10;89.00;102.35;;;;
CH54-2;Micro SD Card 64GB Class 10;158.00;181.70;;;;
CH54-3;Micro SD Card 128GB Class 10;241.00;277.15;;;;
CH54-4;Micro SD Card 256GB Class 10;873.75;1004.81;;;;
;;;;;;;
CH18;Mouse - Black;84.70;97.41;;;;
CH18-1;Wireless Mouse;321.00;369.15;;;;
CH19-3;Gigabyte Keyboard and Mouse Combo;293.00;336.95;;;;
CH19-4;Wireless Keyboard and Mouse Combo;499.00;573.85;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
CA100;27U 600 + 800 Cabinet incl Fans & Power;7334.00;8434.10;EOL;;;
CA100-1;18U 800mm Internal. 950mm High Floor;7794.00;8963.10;EOL;;;
CA101;41U 600 + 800 Cabinet incl Fans & Power;10260.00;11799.00;EOL;;;
CA118;FINEN 18U Floor Standing Cabinet;4825.00;5548.75;NEW;;;
CA122;FINEN 22U Floor Standing Cabinet;5150.00;5922.50;NEW;On Request;;
CA127;FINEN 27U Floor Standing Cabinet;5300.00;6095.00;NEW;New Indoor Range;;
CA142;FINEN 42U Floor Standing Cabinet;7167.50;8242.63;NEW;;;
CA102;4U 300 + 200 Wall Box incl Fans & Power;1725.00;1983.75;;;;
CA102-B;4U 300 + 200mm Wall Box - Grey;1375.00;1581.25;NEW;;;
CA102-1;4U 300 + 200 Wall Box incl Fans Black;1725.00;1983.75;;;;
CA102-1B;4U 300 + 200mm Wall Box - Black;1375.00;1581.25;NEW;;;
CA102-2;4U 500mm Wall Box incl Fans and Power;1725.00;1983.75;;;;
CA102-3;4U 400mm Solid Wall Box Black;906.25;1042.18;;;;
CA111B;6U 400 + 200mm Wall Box - Black;1663.75;1913.31;NEW;;;
CA111;6U Swingframe Incl Fan and 5-Way Power;1956.25;2249.68;;;;
CA103B;9U Swingframe Wallbox - 600mm Deep;1997.50;2297.12;NEW;;;
CA103;9U Swingframe Incl Fan and 5-Way Power;2331.25;2680.93;;;;
CA104B;12U Swingframe Wallbox - 600mm Deep;2162.50;2486.87;NEW;;;
CA104;12U Swingframe Incl Fan and 5-Way Power;2487.50;2860.62;;;;
CA102-4;IP55 4U Wall Mount Outdoor;2941.25;3382.44;;;;
CA102-5;IP55 4U Swing Frame Wall Mount Outdoor;3961.25;4555.44;;;;
CA111-2;IP55 6U Wall Mount 19' Outdoor Gray;3266.25;3756.19;;;;
CA111-3;IP55 6U Swing Frame Wall Mount Outdoor;4580.00;5267.00;;On Request;;
;;;;;Outdoor Range;;
CA103-1;IP55 9U Wall Mount Outdoor;3846.25;4423.19;;;;
CA103-2;IP55 9U Swing Frame Wall Mount Outdoor;4835.00;5560.25;;;;
CA104-2;IP55 12U Wall Mount Outdoor Gray;4597.50;5287.13;;;;
CA104-3;IP55 12U Swing Frame Wall Mount Outdoor;5581.25;6418.44;;;;
CA105;1U Blanking Panel;41.52;47.75;;;;
CA106;2U Blanking Panel;60.93;70.07;;;;
CA108;1 U Brush Panel;75.00;86.25;;;;
CA109;450mm Front mount Tray;218.75;251.56;;;;
CA109-1;Cantilever Shelf 19 Inch 2U 330mm Deep;177.50;204.12;NEW;;;
CA113;IP55 2 Way fan unit for Wall Mount;1150.00;1322.50;;;;
CA113-1;Single fan units for Wall Mount Cabinets;187.50;215.62;NEW;;;
CA114;5 Way Multiplug with 3m lead - Plastic;167.50;192.62;NEW;;;
CA114-1;"PDU 19"" 1U 10 Way 10A IEC Outlet";648.75;746.06;NEW;;;
CA114-2;"PDU 19"" 1.5U 10 Way 16A SA Outlet";773.75;889.81;NEW;;;
CA114-3;"PDU 19"" 1U 6 Way 10A IEC Outlet";523.75;602.31;NEW;;;
CA114-4;"PDU 19"" 1.5U 6 Way 16A SA Outlet";581.25;668.43;NEW;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
CC48;Balun 4Ch Passive Hub UTP HD-TVI/CVI/AHD;345.00;396.75;;;;
CC50-1;Balun 1 Ch UTP Passive Video Transceiver;39.00;44.85;;;;
CC67;VGA Video Splitter 1-4-Way;798.00;917.70;;;;
CC70;4-in-1 16-Ch Analogue Video Power Trans;3968.00;4563.20;;;;
CC71;Passive Injector & Splitter PoE 12-15VDC;79.90;91.89;;;;
NW270-5;HDMI Extender Kit Over CAT5E/6 Full HD;746.00;857.90;;;;
NW270-6;HDMI Extender Kit Rx & Tx 200m;2269.00;2609.35;;;;
NW270-7;HDMI Extender Additional Rx for NW270-6;1131.00;1300.65;;;;
NW273-1;HDMI Splitter 1 - 4 HDMI 2.0 1080P;839.00;964.85;;;;
NW274-1;HDMI Splitter 1 in 2 Out Metal 1.4 4K;206.00;236.90;;;;
NW275;HDMI 2 Port Bi-direction 1 x 2 Splitter;199.00;228.85;;;;
NW276-2;HDMI to AV Mini Converter 1080p;438.00;503.70;;;;
NW278;HDMI 5 in 1 out switcher;318.00;365.70;;;;
NW278-1;HDMI 2.0 -  3 Input 1 Output Switch;322.00;287.50;New Product;;;
NW143;PoE Injector 30Watt 1000Mbps CAT5;483.00;555.45;;;;
NW143-2;PoE Injector 60Watt 1000Mbps CAT5;799.00;918.85;;;;
NW144;UTEPO 10/100 PoE (max 30W) Repeater;1049.00;1206.35;;;;
CC71;Passive Injector & Splitter PoE 12-15VDC;79.90;91.89;;;;
CC72;Passive Injector or Splitter GB PoE from;108.00;124.20;;;;
NW160;Genata Gb Ethernet to Fibre Converter;669.00;769.35;;;;
NW169;SFP - Fibre Transmitter 1000Base-SX 2Km;552.00;634.80;;;;
NW169-3;PLANET SFP-Transceiver - 550m (MM);499.00;573.85;;;;
NW169-1;PLANET Fibre Converter (SC. MM) -550m;1399.00;1608.85;;;;
NW169-10;PLANET SFP-Transceiver - 20km (SM);527.00;606.05;;;;
NW169-15;PLANET 15 Slot Fibre Optic Chassis;5994.00;6893.10;;;;
NW169-2;PLANET Fibre Converter (SC. SM) -10km;1447.00;1664.05;;;;
NW169-7;Gigabit Ethernet/Fiber Converter;690.00;793.50;;;;
;;;;;;;
CB65-40;LC-LC Multi Mode Fibre Fly Lead 1m;90.00;103.50;;;;
CB65-41;LC-SC Multi Mode Fibre Fly Lead 2m;76.00;87.40;;;;
CB65-42;SC-SC Multi Mode Fibre Fly Lead 1m;72.00;82.80;;;;
CB65-43;ST-SC Multi Mode Fibre Fly Lead 2m;84.00;96.60;;;;
CB65-44;ST-ST Multi Mode Fibre Fly Lead 1m;92.00;105.80;;;;
On;;;;;;;
CB65-45;ST-LC Multi Mode Fibre Fly Lead 2m;99.00;113.85;;;;
;;;;Request;;;
CB65-50;LC-LC Single Mode Fibre Fly Lead 2m;86.00;98.90;;;;
CB65-51;LC-SC Single Mode Fibre Fly Lead 2m;87.00;100.05;;;;
CB65-52;LC-ST Single Mode Fibre Fly Lead 2m;104.00;119.60;;;;
CB65-53;SC-SC Single Mode Fibre Fly Lead 1m;135.00;155.25;;;;
CB65-54;ST-ST Single Mode Fibre Fly Lead 2m;147.00;169.05;;;;
CB65-55;SC-ST Single Mode Fibre Fly Lead 2m;147.00;169.05;;;;
;;;;;;;
CN49;Fibre Optic Mid Coupler ST Simplex SM;14.60;16.79;;;;
CN49-1;Fibre Optic Mid Coupler ST Simplex MM;14.00;16.10;;;;
CN49-2;Fibre Optic Mid Coupler SC Duplex SM;16.70;19.21;On;;;
CN49-3;Fibre Optic Mid Coupler SC Duplex MM;8.00;9.20;Request;;;
CN49-4;Fibre Optic Mid Coupler LC Duplex SM;25.00;28.75;;;;
CN49-5;Fibre Optic Mid Coupler LC Duplex MM;18.00;20.70;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
CB10;RG59 - Black Mil 75 Ohm / 100m;447.00;514.05;;;;
